time,temperature,setpoint,power
2024-08-29 15:06:14.357648,48.68,49.0,0.0
2024-08-29 15:06:30.225664,48.78,49.0,0.0
2024-08-29 15:06:46.092855,48.85,49.0,17.9
2024-08-29 15:07:01.960404,48.88,49.0,16.7
2024-08-29 15:07:17.827605,48.88,49.0,17.9
2024-08-29 15:07:33.694889,48.88,49.0,19.0
2024-08-29 15:07:49.562002,48.88,49.0,19.0
2024-08-29 15:08:05.428922,48.89,49.0,19.0
2024-08-29 15:08:21.296215,48.92,49.0,16.7
2024-08-29 15:08:37.163506,48.93,49.0,15.5
2024-08-29 15:08:53.030526,48.94,49.0,15.5
2024-08-29 15:09:08.898218,48.94,49.0,15.5
2024-08-29 15:09:24.765853,48.94,49.0,15.5
2024-08-29 15:09:40.633483,48.94,49.0,16.7
2024-08-29 15:09:56.500621,48.94,49.0,16.7
2024-08-29 15:10:12.368032,48.98,49.0,13.1
2024-08-29 15:10:28.235623,48.99,49.0,10.7
2024-08-29 15:10:44.103177,48.99,49.0,10.7
2024-08-29 15:10:59.970389,48.99,49.0,10.7
2024-08-29 15:11:15.837949,49.00,49.0,9.5
2024-08-29 15:11:31.705661,49.00,49.0,9.5
2024-08-29 15:11:47.573479,49.00,49.0,9.5
2024-08-29 15:12:03.441201,49.00,49.0,9.5
2024-08-29 15:12:19.308921,49.00,49.0,9.5
2024-08-29 15:12:35.176659,49.00,49.0,9.5
2024-08-29 15:12:51.044430,49.00,49.0,9.5
2024-08-29 15:13:06.912205,49.00,49.0,9.5
2024-08-29 15:13:22.779567,49.00,49.0,9.5
2024-08-29 15:13:38.647458,49.00,49.0,9.5
2024-08-29 15:13:54.514935,49.00,49.0,9.5
2024-08-29 15:14:10.382671,49.00,49.0,9.5
2024-08-29 15:14:26.250421,49.00,49.0,9.5
2024-08-29 15:14:42.118267,49.00,49.0,9.5
2024-08-29 15:14:57.985780,49.01,49.0,9.5
2024-08-29 15:15:13.853710,49.01,49.0,9.5
2024-08-29 15:15:29.721424,49.01,49.0,8.3
2024-08-29 15:15:45.589150,49.00,49.0,9.5
2024-08-29 15:16:01.456902,49.01,49.0,8.3
2024-08-29 15:16:17.324500,49.01,49.0,8.3
2024-08-29 15:16:33.192006,49.03,49.0,6.0
2024-08-29 15:16:49.059898,49.03,49.0,6.0
2024-08-29 15:17:04.927517,49.06,49.0,2.4
2024-08-29 15:17:20.795499,49.03,49.0,6.0
2024-08-29 15:17:36.663266,49.02,49.0,6.0
2024-08-29 15:17:52.531043,49.00,49.0,8.3
2024-08-29 15:18:08.398556,49.00,49.0,8.3
2024-08-29 15:18:24.266208,49.00,49.0,8.3
2024-08-29 15:18:40.133506,49.00,49.0,8.3
2024-08-29 15:18:56.001364,49.01,49.0,7.1
2024-08-29 15:19:11.868908,49.00,49.0,8.3
2024-08-29 15:19:27.736530,49.01,49.0,7.1
2024-08-29 15:19:43.604522,49.00,49.0,8.3
2024-08-29 15:19:59.471947,49.01,49.0,7.1
2024-08-29 15:20:15.339203,49.00,49.0,8.3
2024-08-29 15:20:31.206215,49.02,49.0,6.0
2024-08-29 15:20:47.073373,49.00,49.0,8.3
2024-08-29 15:21:02.940240,49.01,49.0,6.0
2024-08-29 15:21:18.807470,49.00,49.0,8.3
2024-08-29 15:21:34.674546,49.01,49.0,7.1
2024-08-29 15:21:50.541747,49.01,49.0,7.1
2024-08-29 15:22:06.408900,49.01,49.0,7.1
2024-08-29 15:22:22.276376,49.01,49.0,6.0
2024-08-29 15:22:38.143472,49.00,49.0,7.1
2024-08-29 15:22:54.010925,49.00,49.0,7.1
2024-08-29 15:23:09.878489,49.00,49.0,7.1
2024-08-29 15:23:25.745740,49.00,49.0,7.1
2024-08-29 15:23:41.613300,49.00,49.0,7.1
2024-08-29 15:23:57.480608,49.01,49.0,7.1
2024-08-29 15:24:13.348202,49.00,49.0,7.1
2024-08-29 15:24:29.215504,49.01,49.0,7.1
2024-08-29 15:24:45.082790,49.00,49.0,7.1
2024-08-29 15:25:00.950390,49.01,49.0,7.1
2024-08-29 15:25:16.817879,49.00,49.0,7.1
2024-08-29 15:25:32.685488,49.00,49.0,7.1
2024-08-29 15:25:48.552813,49.00,49.0,7.1
2024-08-29 15:26:04.420519,49.01,49.0,7.1
2024-08-29 15:26:20.288190,49.00,49.0,7.1
2024-08-29 15:26:36.155484,49.00,49.0,7.1
2024-08-29 15:26:52.022873,49.00,49.0,7.1
2024-08-29 15:27:07.890378,49.00,49.0,7.1
2024-08-29 15:27:23.757974,49.00,49.0,7.1
2024-08-29 15:27:39.625370,49.00,49.0,7.1
2024-08-29 15:27:55.492927,49.00,49.0,7.1
2024-08-29 15:28:11.360501,49.01,49.0,7.1
2024-08-29 15:28:27.227939,49.01,49.0,6.0
2024-08-29 15:28:43.095487,49.00,49.0,7.1
2024-08-29 15:28:58.962530,49.00,49.0,7.1
2024-08-29 15:29:14.829971,49.00,49.0,7.1
2024-08-29 15:29:30.697385,49.01,49.0,6.0
2024-08-29 15:29:46.564909,49.00,49.0,7.1
2024-08-29 15:30:02.432577,49.00,49.0,7.1
2024-08-29 15:30:18.300353,49.01,49.0,6.0
2024-08-29 15:30:34.167566,49.00,49.0,7.1
2024-08-29 15:30:50.035534,49.00,49.0,7.1
2024-08-29 15:31:05.902876,49.00,49.0,7.1
2024-08-29 15:31:21.770477,49.00,49.0,7.1
2024-08-29 15:31:37.638262,49.00,49.0,7.1
2024-08-29 15:31:53.505771,49.00,49.0,7.1
2024-08-29 15:32:09.373436,49.00,49.0,7.1
2024-08-29 15:32:25.241169,49.01,49.0,6.0
2024-08-29 15:32:41.108671,49.00,49.0,7.1
2024-08-29 15:32:56.976466,49.00,49.0,7.1
2024-08-29 15:33:12.844282,49.00,49.0,7.1
2024-08-29 15:33:28.711797,49.00,49.0,7.1
2024-08-29 15:33:44.579573,49.00,49.0,7.1
2024-08-29 15:34:00.447394,49.00,49.0,7.1
2024-08-29 15:34:16.315141,49.00,49.0,7.1
2024-08-29 15:34:32.183025,49.00,49.0,7.1
2024-08-29 15:34:48.050844,49.00,49.0,7.1
2024-08-29 15:35:03.918616,49.00,49.0,7.1
2024-08-29 15:35:19.786462,49.00,49.0,7.1
2024-08-29 15:35:35.654256,49.00,49.0,7.1
2024-08-29 15:35:51.522238,49.00,49.0,7.1
2024-08-29 15:36:07.389956,49.00,49.0,7.1
2024-08-29 15:36:23.257604,49.00,49.0,7.1
2024-08-29 15:36:39.125429,49.00,49.0,7.1
2024-08-29 15:36:54.993226,49.00,49.0,7.1
